codigo_dane_departamento,departamento,codigo_dane_municipio,municipio,desagregacion_cultivo,cultivo,ciclo_del_cultivo,grupo_cultivo,subgrupo,year_es,periodo,area_sembrada_ha,area_cosechada_ha,produccion_t,rendimiento_t_ha,nombre_cientifico_del_cultivo,codigo_del_cultivo,estado_fisico_del_cultivo
5,Antioquia,5789,Támesis,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,1527.26,1277.09,1851.7805,1.45,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5789,Támesis,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,1445.08,1220.26,1835.37,1.5,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5789,Támesis,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,1425.96,1240.7,1928.19,1.55,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5792,Tarso,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,1010,812,1093,1.35,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5792,Tarso,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,944,817,1018,1.25,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5792,Tarso,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,897.6,681.09,619.7919,0.91,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5792,Tarso,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,909.34,669.9,875.64,1.31,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5792,Tarso,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,919.95,672.43,1030.26,1.53,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5809,Titiribí,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,483,402,537,1.34,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5809,Titiribí,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,474,407,502,1.23,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5809,Titiribí,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,460.82,390.87,461.2266,1.18,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5809,Titiribí,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,433.82,376.98,695.6,1.85,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5809,Titiribí,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,423.55,375.08,758.74,2.02,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5819,Toledo,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,960,739,985,1.33,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5819,Toledo,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,967,824,1016,1.23,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5819,Toledo,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,999.08,858.85,1245.3325,1.45,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5819,Toledo,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,1027.69,902.31,1093.8,1.21,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5819,Toledo,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,1074.38,966.39,1050.39,1.09,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5842,Uramita,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,463,383,511,1.33,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5842,Uramita,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,465,417,515,1.24,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5842,Uramita,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,474.99,424.11,424.11,1,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5842,Uramita,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,466.47,401.52,358.64,0.89,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5842,Uramita,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,430.74,361.16,341.26,0.94,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5847,Urrao,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,1051,896,569.5,0.64,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5847,Urrao,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,1039,913,1073,1.18,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5847,Urrao,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,1024.78,888.68,942.0008,1.06,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5847,Urrao,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,1023.54,865,807.09,0.93,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5847,Urrao,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,1034.67,880.4,1233.74,1.4,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5854,Valdivia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,48,48,61,1.27,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5854,Valdivia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,46,45,53,1.18,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5854,Valdivia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,45.5,45.11,73.9804,1.64,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5854,Valdivia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,47.59,46.42,54.36,1.17,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5854,Valdivia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,49,47.59,55.6803,1.17,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5856,Valparaíso,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,556,456,599,1.31,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5856,Valparaíso,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,549,478,580,1.21,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5856,Valparaíso,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,511.51,425.6,621.376,1.46,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5856,Valparaíso,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,475.65,401.39,251.04,0.63,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5856,Valparaíso,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,450.29,387.22,484.47,1.25,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5858,Vegachí,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,376,316,415,1.31,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5858,Vegachí,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,369,320,389,1.22,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5858,Vegachí,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,364.47,315.83,230.5559,0.73,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5858,Vegachí,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,323.4,274.97,200.89,0.73,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5858,Vegachí,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,316.4,273.08,175.54,0.64,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5861,Venecia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,641,496,663,1.34,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5861,Venecia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,614,451,557,1.24,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5861,Venecia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,611.75,475.14,646.1904,1.36,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5861,Venecia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,605.19,510.78,277.14,0.54,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5861,Venecia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,573.16,454.07,841.17,1.85,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5885,Yalí,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,279,252,328,1.3,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5885,Yalí,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,268,248,298,1.2,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5885,Yalí,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,243.55,222.33,100.0485,0.45,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5885,Yalí,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,212.88,190.37,88.17,0.46,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5885,Yalí,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,199.68,178.65,81.28,0.45,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5887,Yarumal,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,282,282,451.2,1.6,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5887,Yarumal,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,283,235,282,1.2,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5887,Yarumal,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,285.33,230.42,334.109,1.45,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5887,Yarumal,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,283.24,239.8,323.16,1.35,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5887,Yarumal,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,259.31,233.13,297.5,1.28,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5890,Yolombó,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,1299,1264,1516.8,1.2,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5890,Yolombó,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,1294,1152,1373,1.19,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5890,Yolombó,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,1240.05,1074.84,1461.7824,1.36,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5890,Yolombó,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,1162.24,1002.49,1404.43,1.4,Coffea arabica,2030300,Pergamino o seco de trilla
5,Antioquia,5890,Yolombó,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,1121.87,976.22,1392.31,1.43,Coffea arabica,2030300,Pergamino o seco de trilla
13,Bolívar,13473,Morales,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,101,81,32.4,0.4,Coffea arabica,2030300,Pergamino o seco de trilla
13,Bolívar,13473,Morales,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,81,81,64.8,0.8,Coffea arabica,2030300,Pergamino o seco de trilla
13,Bolívar,13473,Morales,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,80.81,80.81,58.9913,0.73,Coffea arabica,2030300,Pergamino o seco de trilla
13,Bolívar,13473,Morales,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,80.81,80.81,46.4,0.57,Coffea arabica,2030300,Pergamino o seco de trilla
13,Bolívar,13473,Morales,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,76.37,69.95,40.28,0.58,Coffea arabica,2030300,Pergamino o seco de trilla
13,Bolívar,13654,San Jacinto,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,49,30,30,1,Coffea arabica,2030300,Pergamino o seco de trilla
13,Bolívar,13654,San Jacinto,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,49,30,30,1,Coffea arabica,2030300,Pergamino o seco de trilla
13,Bolívar,13654,San Jacinto,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,59,49,44.59,0.91,Coffea arabica,2030300,Pergamino o seco de trilla
13,Bolívar,13654,San Jacinto,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,89,59,59,1,Coffea arabica,2030300,Pergamino o seco de trilla
13,Bolívar,13654,San Jacinto,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,89,59,59,1,Coffea arabica,2030300,Pergamino o seco de trilla
13,Bolívar,13667,San Martín de Loba,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,1.2,0,0,0,Coffea arabica,2030300,Pergamino o seco de trilla
13,Bolívar,13688,Santa Rosa del Sur,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,1305,1230,984,0.8,Coffea arabica,2030300,Pergamino o seco de trilla
13,Bolívar,13688,Santa Rosa del Sur,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,1316,1146,984,0.86,Coffea arabica,2030300,Pergamino o seco de trilla
13,Bolívar,13688,Santa Rosa del Sur,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,1322.91,1157.3,810.11,0.7,Coffea arabica,2030300,Pergamino o seco de trilla
13,Bolívar,13688,Santa Rosa del Sur,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,1345.27,1167.81,997.34,0.85,Coffea arabica,2030300,Pergamino o seco de trilla
13,Bolívar,13688,Santa Rosa del Sur,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,1415.17,1184.22,868.05,0.73,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15022,Almeida,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,71,68,83,1.22,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15022,Almeida,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,71,70,79,1.13,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15022,Almeida,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,70.68,69.8,63.518,0.91,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15022,Almeida,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,72.67,70.47,81.11,1.15,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15022,Almeida,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,73.36,69.19,66.85,0.97,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15047,Aquitania,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,75,5,2.75,0.55,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15047,Aquitania,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,79.5,5,2.75,0.55,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15047,Aquitania,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,82.5,5,2.25,0.45,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15090,Berbeo,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,429,396,465,1.17,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15090,Berbeo,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,426,390,423,1.08,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15090,Berbeo,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,421.54,393.22,393.22,1,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15090,Berbeo,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,439.34,396.36,315.61,0.8,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15090,Berbeo,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,406.89,360.85,277.04,0.77,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15106,Briceño,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,158,140,174,1.24,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15106,Briceño,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,156,147,169,1.15,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15106,Briceño,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,148.27,141.29,192.1544,1.36,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15106,Briceño,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,153.18,140.85,151.3,1.07,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15106,Briceño,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,167.45,143.03,129.33,0.9,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15109,Buenavista,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,317,281,369,1.31,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15109,Buenavista,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,320,290,439.5,1.52,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15109,Buenavista,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,319.29,288.92,395.8204,1.37,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15109,Buenavista,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,328.73,297.7,366.44,1.23,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15109,Buenavista,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,351.34,336.23,226.49,0.67,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15135,Campohermoso,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,204,192.82,107,0.55,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15135,Campohermoso,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,205,189,219,1.16,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15135,Campohermoso,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,213.86,195.99,213.6291,1.09,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15135,Campohermoso,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,221.27,194.3,196.46,1.01,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15135,Campohermoso,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,229.47,196.17,186.6,0.95,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15172,Chinavita,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,60,56,67,1.2,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15172,Chinavita,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,61,58,64,1.1,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15172,Chinavita,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,64.83,58.82,53.5262,0.91,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15172,Chinavita,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,65.81,59.26,48.95,0.83,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15172,Chinavita,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,71.15,62.57,43.41,0.69,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15183,Chita,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,5,0,0,0,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15183,Chita,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,5,5,4,0.8,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15183,Chita,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,7,5,3.65,0.73,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15183,Chita,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,9,9,2.25,0.25,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15183,Chita,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,20,0,0,0,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15185,Chitaraque,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,458,406,484,1.19,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15185,Chitaraque,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,357,311,343,1.1,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15185,Chitaraque,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,367.19,309.53,281.6723,0.91,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15185,Chitaraque,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,377.78,323.35,381.88,1.18,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15185,Chitaraque,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,406.99,354.9,382.99,1.08,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15212,Coper,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,229,199,246,1.24,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15212,Coper,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,231,206,235,1.14,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15212,Coper,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,236.56,213.55,202.8725,0.95,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15212,Coper,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,258.81,222.65,218.51,0.98,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15212,Coper,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,271.68,242.91,194.71,0.8,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15223,Cubará,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,4,0,0,0,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15223,Cubará,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,4,0,0,0,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15223,Cubará,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,5,4,3.12,0.78,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15223,Cubará,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,5,5,3.5,0.7,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15223,Cubará,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,5,5,3.5,0.7,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15236,Chivor,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,3,0,0,0,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15236,Chivor,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,3.2,3,2.34,0.78,Coffea arabica,2030300,Pergamino o seco de trilla
15,Boyacá,15236,Chivor,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,3.6,3.1,2.48,0.8,Coffea arabica,2030300,Pergamino o seco de trilla
